CAGR,Vol,Sharpe,Sortino,Max DD,Calmar,Win Rate,Beat SPY 3Y,Beat SPY 5Y,Best Mo,Worst Mo,Max Return,Universe,Lookback,K,Mode
0.4029134195358075,0.2648353169800087,0.37935129591890415,0.6422997139043719,-0.5029526695918682,0.8010960949123906,0.6851851851851852,0.9787234042553191,1.0,0.32249600123454913,-0.20722735753486327,0.32249600123454913,S&P 500,9,8,Raw
0.4013397934431451,0.26330553619347424,0.3799484014846638,0.6395947187751266,-0.5029526695918682,0.7979673192088251,0.6851851851851852,0.9787234042553191,1.0,0.28951837649445966,-0.20722735753486327,0.28951837649445966,S&P 500,9,8,Capped
0.39521292260936547,0.2566143925754177,0.3828092528991576,0.6495856603060043,-0.4920486928937145,0.803198805966006,0.6888888888888889,0.9702127659574468,1.0,0.29827223533388536,-0.20321044402457408,0.29827223533388536,S&P 500,9,9,Raw
0.3937974927521837,0.2553226831873766,0.38327292749206904,0.647098712331992,-0.4920486928937145,0.8003222007079822,0.6888888888888889,0.9702127659574468,1.0,0.2713671694916524,-0.20321044402457408,0.2713671694916524,S&P 500,9,9,Capped
0.37129189636321525,0.24836364583971085,0.37265714885134976,0.6168294424835515,-0.5113024365087723,0.7261688383463142,0.6925925925925925,0.9702127659574468,1.0,0.27536618734365953,-0.20732141819218222,0.27536618734365953,S&P 500,9,10,Raw
0.3700185363021009,0.24725689810316148,0.3729562505484824,0.6145736256687556,-0.5113024365087723,0.7236784139512947,0.6925925925925925,0.9702127659574468,1.0,0.25221767570175013,-0.20732141819218222,0.25221767570175013,S&P 500,9,10,Capped
0.41462418244079435,0.31111346666762485,0.34202947288053515,0.5835495883538531,-0.5662019644165973,0.7322902577139846,0.6779026217228464,0.9827586206896551,1.0,0.5019432461066626,-0.23727847006767644,0.5019432461066626,S&P 500,12,5,Raw
0.41235227562544363,0.3077094469351871,0.3435884231661566,0.5797954165641759,-0.5662019644165973,0.7282777198597726,0.6779026217228464,0.9827586206896551,1.0,0.44917904652251944,-0.23727847006767644,0.44917904652251944,S&P 500,12,5,Capped
0.3830459741956571,0.2714616604300392,0.35631464870688123,0.5604385135551623,-0.49174367219699927,0.7789545567191429,0.6741573033707865,0.9827586206896551,1.0,0.3623966088696954,-0.22324806323623664,0.3623966088696954,S&P 500,12,7,Raw
0.38130329244286454,0.26949264296482084,0.35710357649444685,0.557605318504628,-0.49174367219699927,0.7754106743037238,0.6741573033707865,0.9827586206896551,1.0,0.3247078948810217,-0.22324806323623664,0.3247078948810217,S&P 500,12,7,Capped
0.37843710837995825,0.2624880523248045,0.36224311075676513,0.5745954022898158,-0.48972282438485387,0.7727577509896894,0.6629213483146067,0.9827586206896551,1.0,0.3459355281377974,-0.21965351795107893,0.3459355281377974,S&P 500,12,8,Raw
0.3769011283479069,0.2607845071476775,0.3629687689486152,0.5720098626234724,-0.48972282438485387,0.7696213236974129,0.6629213483146067,0.9827586206896551,1.0,0.3129579033977079,-0.21965351795107893,0.3129579033977079,S&P 500,12,8,Capped
0.35054792376164956,0.250268723125696,0.35245156121951976,0.5574953650011747,-0.5159314916779775,0.679446650216201,0.6741573033707865,0.9827586206896551,1.0,0.28537445001636447,-0.2165454605425236,0.28537445001636447,S&P 500,12,10,Raw
0.349289714712931,0.24910421343776074,0.3527251318040605,0.5553320290633634,-0.5159314916779775,0.6770079368036384,0.6741573033707865,0.9827586206896551,1.0,0.2589923502242929,-0.2165454605425236,0.2589923502242929,S&P 500,12,10,Capped
0.6145922585227808,1.0011685667784136,0.19938819533620375,0.9290192746654791,-0.5776215115638768,1.0640051421540861,0.6153846153846154,0.865546218487395,0.897196261682243,3.386292022850122,-0.2487104713933646,3.386292022850122,All US >$10B,6,5,Raw
0.4385139420649218,0.4319518309405076,0.2863277998095359,0.5755948657934112,-0.5776215115638766,0.7591717643577207,0.6153846153846154,0.865546218487395,0.897196261682243,0.43672275367317565,-0.2487104713933646,0.43672275367317565,All US >$10B,6,5,Capped
0.5486996163970113,0.688812188658771,0.23493261007077101,0.8035436803185535,-0.6020019370741366,0.911458223978171,0.63003663003663,0.8613445378151261,0.9158878504672897,2.1457640751419174,-0.2282611677390814,2.1457640751419174,All US >$10B,6,8,Raw
0.4159322079819483,0.3834842031795038,0.29598665059026946,0.5640240446914725,-0.6020019370741365,0.6909150658276474,0.63003663003663,0.8613445378151261,0.9112149532710281,0.39995886254456126,-0.2282611677390814,0.39995886254456126,All US >$10B,6,8,Capped
0.48981781190290974,0.5869112618193408,0.24180510925177767,0.7389183412835727,-0.6075683505168101,0.8061937582598907,0.6190476190476191,0.8361344537815126,0.8738317757009346,1.7411365857710375,-0.22636323343297854,1.7411365857710375,All US >$10B,6,10,Raw
0.3771336980974529,0.358857628802939,0.2862412463910499,0.5348265125118736,-0.6075683505168101,0.6207263722289932,0.6190476190476191,0.8361344537815126,0.8738317757009346,0.45061234030633057,-0.22636323343297854,0.45061234030633057,All US >$10B,6,10,Capped
0.5438458907618038,0.7528017981213925,0.21828719321882817,0.7432410309411619,-0.645961352632767,0.8419170721982551,0.6370370370370371,0.8468085106382979,0.9620853080568721,2.977419008124832,-0.28302048297957916,2.977419008124832,All US >$10B,9,5,Raw
0.46270495943001033,0.4286022147649545,0.29962105239961495,0.5808279523866765,-0.645961352632767,0.7163044004786784,0.6370370370370371,0.8468085106382979,0.9620853080568721,0.4540849346473136,-0.28302048297957916,0.4540849346473136,All US >$10B,9,5,Capped
0.5113272699092222,0.5871272588816854,0.24695088425895603,0.7357490165882096,-0.5323403510131355,0.96052698041033,0.6222222222222222,0.8723404255319149,0.95260663507109,2.172142961380804,-0.22718328373970845,2.172142961380804,All US >$10B,9,7,Raw
0.4441029132491825,0.37708145309519076,0.31527516516733556,0.6032700912058641,-0.5323403510131355,0.8342461968249787,0.6222222222222222,0.8723404255319149,0.95260663507109,0.3697614803254334,-0.22718328373970845,0.3697614803254334,All US >$10B,9,7,Capped
0.4983487878583006,0.5370205571114326,0.25865411802705873,0.7456589649249437,-0.550759879826889,0.9048385804988884,0.6444444444444445,0.9319148936170213,0.995260663507109,1.9053965903339505,-0.2142301488246231,1.9053965903339505,All US >$10B,9,8,Raw
0.4368483279580331,0.36406822550934764,0.3187830999144388,0.6230286270873551,-0.5507598798268892,0.7931738384708414,0.6444444444444445,0.9319148936170213,0.995260663507109,0.32831279441050154,-0.2142301488246231,0.32831279441050154,All US >$10B,9,8,Capped
